repositório,linguagens,quantidade_de_pull_requests,git_flow,quantidade_de_commits,porcentagem_de_commits_no_padrão,porcentagem_de_commits_por_tipo,total_de_issues,quantidade_de_issues_por_severidade,porcentagem_de_issues_por_severidade,quantidade_de_code_smells,quantidade_de_bugs,quantidade_de_vulnerabilidades,porcentagem_de_duplicação_de_código,quantidade_de_pontos_de_acesso_de_segurança
todo-api,"['Python', 'Dockerfile']",0,False,84,97.62,"{'docs': 3.7, 'feat': 62.96, 'fix': 7.41, 'chore': 23.46, 'style': 2.47}",7,"{'total_low': 0, 'total_medium': 3, 'total_high': 4, 'total': 7}","{'total_low': 0.0, 'total_medium': 42.86, 'total_high': 57.14}",6,0,1,1.4,5
